0	0	3641
1	0	2458
2	0	287
3	0	2473
4	0	306
5	1	902
6	0	212
7	0	3085
8	0	211
9	1	904
10	0	2560
11	0	287
12	0	2475
13	0	528
14	0	2364
15	0	287
16	0	2329
17	0	516
18	1	1340
19	0	584
20	1	1338
21	0	585
22	1	1337
23	0	586
24	1	1340
25	0	585
26	1	1338
27	0	286
28	0	584
29	0	284
30	1	1338
31	0	589
32	1	1336
33	0	587
34	1	1341
35	0	586
36	1	1338
37	0	589
38	1	1338
39	0	362
40	0	588
41	0	361
42	1	1338
43	0	585
44	1	1337
45	0	584
46	1	1337
47	0	587
48	1	1339
49	0	588
50	1	1339
51	0	287
52	0	588
53	0	286
54	1	1338
55	0	606
56	1	1342
57	0	568
58	1	1338
59	0	585
60	1	1341
61	0	587
62	1	1339
63	0	361
64	0	584
65	0	361
66	1	1338
67	0	588
68	1	1338
69	0	585
70	1	1340
71	0	584
72	1	1338
73	0	588
74	1	1340
