0	0	4094
1	0	4084
2	0	302
3	0	4068
4	0	323
5	1	2335
6	0	219
7	0	4766
8	0	220
9	1	2324
10	0	2831
11	0	303
12	0	4086
13	0	574
14	0	3963
15	0	302
16	0	3910
17	0	562
18	1	2840
19	0	636
20	1	2847
21	0	635
22	1	2846
23	0	635
24	1	2847
25	0	637
26	1	2845
27	0	303
28	0	636
29	0	302
30	1	2802
31	0	638
32	1	2846
33	0	636
34	1	2844
35	0	639
36	1	2846
37	0	637
38	1	2843
39	0	388
40	0	635
41	0	386
42	1	2843
43	0	635
44	1	2841
45	0	634
46	1	2851
47	0	636
48	1	2844
49	0	634
50	1	2848
51	0	303
52	0	637
53	0	303
54	1	2803
55	0	659
56	1	2828
57	0	612
58	1	2813
59	0	636
60	1	2844
61	0	634
62	1	2846
63	0	387
64	0	635
65	0	383
66	1	2847
67	0	636
68	1	2845
69	0	636
70	1	2844
71	0	637
72	1	2846
73	0	639
74	1	2842
