0.0000	0.0000	0.0000	-0.0119	0.0007	0.0007	-0.0238	0.0015	0.0015	-0.0358	0.0022	0.0022	-0.0477	0.0030	0.0030	-0.0533	0.0032	0.0032	-0.0528	0.0034	0.0034	-0.0523	0.0036	0.0036	-0.0519	0.0037	0.0037	-0.0514	0.0039	0.0039
-0.0136	0.0002	0.0002	-0.0267	0.0001	0.0001	-0.0385	0.0007	0.0007	-0.0504	0.0013	0.0013	-0.0622	0.0020	0.0020	-0.0658	0.0018	0.0018	-0.0641	0.0029	0.0029	-0.0625	0.0040	0.0040	-0.0609	0.0051	0.0051	-0.0643	0.0051	0.0051
-0.0273	0.0005	0.0005	-0.0401	0.0006	0.0006	-0.0515	0.0023	0.0023	-0.0630	0.0017	0.0017	-0.0745	0.0011	0.0011	-0.0807	0.0020	0.0020	-0.0785	0.0030	0.0030	-0.0763	0.0041	0.0041	-0.0742	0.0064	0.0064	-0.0771	0.0063	0.0063
-0.0409	0.0007	0.0007	-0.0535	0.0012	0.0012	-0.0651	0.0032	0.0032	-0.0791	0.0015	0.0015	-0.0889	0.0032	0.0032	-0.0938	0.0038	0.0038	-0.0927	0.0056	0.0056	-0.0895	0.0056	0.0056	-0.0876	0.0077	0.0077	-0.0900	0.0075	0.0075
-0.0546	0.0010	0.0010	-0.0669	0.0017	0.0017	-0.0787	0.0040	0.0040	-0.0931	0.0024	0.0024	-0.1027	0.0045	0.0045	-0.1050	0.0009	0.0009	-0.1057	0.0069	0.0069	-0.1027	0.0070	0.0070	-0.1009	0.0091	0.0091	-0.1029	0.0086	0.0086
-0.0692	0.0034	0.0034	-0.0809	0.0039	0.0039	-0.0915	0.0056	0.0056	-0.1060	0.0027	0.0027	-0.1152	0.0059	0.0059	-0.1205	0.0060	0.0060	-0.1192	0.0078	0.0078	-0.1158	0.0086	0.0086	-0.1144	0.0109	0.0109	-0.1168	0.0099	0.0099
-0.0837	0.0031	0.0031	-0.0949	0.0037	0.0037	-0.1058	0.0054	0.0054	-0.1203	0.0039	0.0039	-0.1300	0.0064	0.0064	-0.1324	0.0074	0.0074	-0.1337	0.0101	0.0101	-0.1304	0.0094	0.0094	-0.1286	0.0110	0.0110	-0.1313	0.0098	0.0098
-0.0982	0.0029	0.0029	-0.1088	0.0034	0.0034	-0.1201	0.0052	0.0052	-0.1324	0.0060	0.0060	-0.1448	0.0068	0.0068	-0.1485	0.0071	0.0071	-0.1468	0.0086	0.0086	-0.1450	0.0102	0.0102	-0.1429	0.0111	0.0111	-0.1458	0.0098	0.0098
-0.1127	0.0026	0.0026	-0.1228	0.0032	0.0032	-0.1352	0.0039	0.0039	-0.1475	0.0047	0.0047	-0.1599	0.0055	0.0055	-0.1627	0.0058	0.0058	-0.1609	0.0076	0.0076	-0.1590	0.0094	0.0094	-0.1571	0.0112	0.0112	-0.1603	0.0098	0.0098
-0.1271	0.0023	0.0023	-0.1385	0.0032	0.0032	-0.1499	0.0040	0.0040	-0.1613	0.0049	0.0049	-0.1726	0.0058	0.0058	-0.1783	0.0047	0.0047	-0.1774	0.0060	0.0060	-0.1765	0.0072	0.0072	-0.1756	0.0085	0.0085	-0.1748	0.0098	0.0098
