-0.001046	0.001974	0.050001	0.000000
160.065028	0.008109	0.050001	-0.000000
200.072029	0.008169	0.050001	-0.000001
360.072639	0.008019	0.250001	-0.000000
40.028703	40.009373	0.000000	-0.000000
160.074904	40.010942	0.000002	0.000000
200.081223	40.011654	0.000001	-0.000000
320.078535	40.013444	0.150008	-0.000000
80.052393	80.015217	-0.049991	0.000000
160.084052	80.014849	-0.049991	-0.000000
200.091311	80.014707	0.000010	0.000000
280.087514	80.015730	0.050009	0.000000
120.080596	120.017450	-0.049990	0.000001
160.093015	120.019079	-0.049989	-0.000000
200.098859	120.018585	-0.049990	-0.000001
240.101135	120.019762	0.000009	-0.000001
0.041023	160.026073	-0.049991	0.000001
40.059827	160.025531	-0.049992	-0.000000
80.072500	160.025911	-0.049990	0.000000
120.091662	160.023196	-0.049990	-0.000001
160.102720	160.023840	-0.049990	0.000000
200.108696	160.020956	-0.049992	0.000000
240.111286	160.024708	0.000005	-0.000000
280.106365	160.024561	0.050006	0.000001
320.110028	160.026153	0.100008	-0.000000
360.115019	160.024443	0.150008	-0.000000
0.052727	200.033252	-0.049990	-0.000000
40.071631	200.032716	-0.049990	0.000000
80.084758	200.032981	-0.049990	-0.000001
120.103861	200.028010	-0.049990	-0.000000
160.114767	200.029127	-0.049990	-0.000000
200.119887	200.027087	-0.049990	-0.000001
240.122514	200.028369	0.000011	-0.000000
280.117169	200.028554	0.000011	-0.000001
320.121238	200.029393	0.100006	0.000000
360.126797	200.027304	0.150006	-0.000000
120.116589	240.033374	-0.049989	0.000000
160.128173	240.033598	-0.049989	0.000000
200.132058	240.032183	-0.049989	-0.000000
240.135086	240.032933	0.000011	-0.000000
80.111311	280.041471	0.000013	-0.000000
160.142708	280.037561	0.000012	0.000000
200.147680	280.035150	0.000013	-0.000000
280.144133	280.035497	0.050013	0.000000
40.112759	320.047941	0.050013	-0.000000
160.157631	320.042129	0.050013	-0.000000
200.161769	320.039887	0.050012	0.000000
320.160093	320.039709	0.150010	-0.000000
0.111598	360.057252	0.100008	0.000000
160.172978	360.048900	0.050006	0.000001
200.178437	360.044440	0.100006	0.000000
360.179005	360.041722	0.250004	-0.000000
