0.0000	0.0000	0.0000	-0.0001	0.0000	0.0000	-0.0002	0.0001	0.0001	-0.0002	0.0001	0.0001	-0.0003	0.0002	0.0002	-0.0004	0.0012	0.0012	-0.0005	0.0012	0.0012	-0.0006	0.0012	0.0012	-0.0007	0.0011	0.0011	-0.0007	0.0011	0.0011
-0.0148	0.0005	0.0005	-0.0165	-0.0009	-0.0009	-0.0168	-0.0003	-0.0003	-0.0172	0.0003	0.0003	-0.0176	0.0008	0.0008	-0.0148	0.0015	0.0015	-0.0141	0.0019	0.0019	-0.0135	0.0023	0.0023	-0.0129	0.0027	0.0027	-0.0153	0.0022	0.0022
-0.0295	0.0010	0.0010	-0.0315	-0.0004	-0.0004	-0.0302	0.0022	0.0022	-0.0308	0.0013	0.0013	-0.0314	0.0004	0.0004	-0.0305	0.0023	0.0023	-0.0292	0.0024	0.0024	-0.0279	0.0024	0.0024	-0.0273	0.0038	0.0038	-0.0298	0.0033	0.0033
-0.0443	0.0015	0.0015	-0.0465	0.0001	0.0001	-0.0458	0.0032	0.0032	-0.0461	0.0023	0.0023	-0.0463	0.0025	0.0025	-0.0464	0.0030	0.0030	-0.0465	0.0042	0.0042	-0.0427	0.0036	0.0036	-0.0417	0.0050	0.0050	-0.0443	0.0045	0.0045
-0.0591	0.0020	0.0020	-0.0615	0.0006	0.0006	-0.0614	0.0043	0.0043	-0.0635	0.0007	0.0007	-0.0619	0.0041	0.0041	-0.0586	0.0018	0.0018	-0.0601	0.0056	0.0056	-0.0575	0.0048	0.0048	-0.0561	0.0061	0.0061	-0.0588	0.0056	0.0056
-0.0744	0.0030	0.0030	-0.0764	0.0000	0.0000	-0.0734	0.0036	0.0036	-0.0763	-0.0001	-0.0001	-0.0749	0.0022	0.0022	-0.0756	0.0025	0.0025	-0.0735	0.0046	0.0046	-0.0709	0.0064	0.0064	-0.0696	0.0080	0.0080	-0.0734	0.0060	0.0060
-0.0886	0.0020	0.0020	-0.0893	0.0003	0.0003	-0.0875	0.0030	0.0030	-0.0901	-0.0014	-0.0014	-0.0878	0.0038	0.0038	-0.0858	0.0052	0.0052	-0.0871	0.0069	0.0069	-0.0850	0.0057	0.0057	-0.0836	0.0068	0.0068	-0.0875	0.0054	0.0054
-0.1027	0.0009	0.0009	-0.1022	0.0007	0.0007	-0.1015	0.0025	0.0025	-0.1019	0.0032	0.0032	-0.1024	0.0038	0.0038	-0.1013	0.0052	0.0052	-0.1002	0.0051	0.0051	-0.0991	0.0050	0.0050	-0.0976	0.0055	0.0055	-0.1016	0.0049	0.0049
-0.1169	-0.0001	-0.0001	-0.1151	0.0010	0.0010	-0.1158	0.0011	0.0011	-0.1165	0.0012	0.0012	-0.1173	0.0013	0.0013	-0.1161	0.0042	0.0042	-0.1146	0.0042	0.0042	-0.1131	0.0043	0.0043	-0.1115	0.0043	0.0043	-0.1157	0.0043	0.0043
-0.1310	-0.0011	-0.0011	-0.1309	-0.0007	-0.0007	-0.1308	-0.0004	-0.0004	-0.1306	0.0000	0.0000	-0.1305	0.0003	0.0003	-0.1298	0.0038	0.0038	-0.1298	0.0038	0.0038	-0.1298	0.0038	0.0038	-0.1299	0.0038	0.0038	-0.1299	0.0038	0.0038
