-0.000375	0.002752	-0.000001	-0.000000
160.019201	0.007008	-0.099999	0.000000
200.020589	0.007965	-0.099999	-0.000000
360.022495	0.007543	-0.050000	-0.000000
40.001997	40.012182	-0.100001	-0.000000
160.012702	40.011439	-0.150001	-0.000000
200.015962	40.012337	-0.200001	-0.000000
320.016763	40.013007	-0.150002	-0.000001
80.001932	80.014997	-0.150002	0.000000
160.009817	80.016804	-0.200001	0.000000
200.011361	80.015585	-0.200002	-0.000000
280.011768	80.016270	-0.200001	-0.000000
120.004703	120.016809	-0.200001	-0.000000
160.004692	120.019222	-0.250002	-0.000000
200.004649	120.019218	-0.250002	0.000000
240.007627	120.019272	-0.250002	0.000000
-0.013010	160.026720	-0.100002	-0.000000
39.992272	160.027164	-0.150002	0.000000
79.991524	160.023751	-0.200003	-0.000000
119.998506	160.024429	-0.200003	-0.000000
160.000335	160.022425	-0.250002	-0.000000
200.003190	160.025080	-0.250002	0.000000
240.005241	160.022641	-0.250002	0.000001
280.003765	160.022019	-0.250002	-0.000000
320.008882	160.022584	-0.250002	-0.000000
360.013528	160.020731	-0.150006	0.000000
-0.017307	200.030872	-0.100006	-0.000000
39.988556	200.034192	-0.150007	0.000000
79.991634	200.029741	-0.200007	-0.000000
119.996684	200.029757	-0.250007	0.000000
159.997985	200.027746	-0.250006	-0.000000
199.997467	200.027492	-0.250006	-0.000000
240.002766	200.026899	-0.250006	-0.000000
280.000621	200.023532	-0.250006	0.000000
320.005632	200.023891	-0.250006	0.000001
360.009123	200.022256	-0.200006	0.000000
119.994860	240.035206	-0.200006	-0.000001
159.998342	240.028912	-0.200006	0.000000
199.999821	240.027185	-0.200006	0.000000
240.000300	240.027011	-0.250005	0.000000
79.988222	280.040074	-0.200004	-0.000000
159.996762	280.034404	-0.200005	-0.000000
199.997479	280.031418	-0.200005	-0.000001
279.997220	280.030431	-0.200004	0.000000
39.988556	320.048684	-0.100003	0.000000
159.996506	320.041560	-0.150004	0.000000
199.996181	320.038177	-0.200003	0.000000
320.000577	320.035375	-0.200003	-0.000000
-0.019894	360.059192	-0.000006	-0.000000
159.998468	360.047596	-0.100006	0.000000
199.997343	360.044575	-0.150006	0.000000
360.001536	360.038728	-0.100005	-0.000000
