9.999620	370.002641	35.400000	-0.000000
170.019196	370.006897	35.300002	0.000000
210.020584	370.007854	35.300002	-0.000000
370.022490	370.007432	35.350001	-0.000000
50.001992	410.012071	35.300000	-0.000000
170.012697	410.011328	35.250000	-0.000000
210.015957	410.012226	35.200000	-0.000000
330.016758	410.012896	35.249999	-0.000001
90.001927	450.014886	35.249999	0.000000
170.009812	450.016693	35.200000	0.000000
210.011356	450.015474	35.199999	-0.000000
290.011763	450.016159	35.200000	-0.000000
130.004698	490.016698	35.200000	-0.000000
170.004687	490.019111	35.149999	-0.000000
210.004644	490.019107	35.149999	0.000000
250.007622	490.019161	35.149999	0.000000
9.986985	530.026609	35.299999	-0.000000
49.992267	530.027053	35.249999	0.000000
89.991519	530.023640	35.199998	-0.000000
129.998501	530.024318	35.199998	-0.000000
170.000330	530.022314	35.149999	-0.000000
210.003185	530.024969	35.149999	0.000000
250.005236	530.022530	35.149999	0.000001
290.003760	530.021908	35.149999	-0.000000
330.008877	530.022473	35.149999	-0.000000
370.013523	530.020620	35.249995	0.000000
9.982688	570.030761	35.299995	-0.000000
49.988551	570.034081	35.249994	0.000000
89.991629	570.029630	35.199994	-0.000000
129.996679	570.029646	35.149994	0.000000
169.997980	570.027635	35.149995	-0.000000
209.997462	570.027381	35.149995	-0.000000
250.002761	570.026788	35.149995	-0.000000
290.000616	570.023421	35.149995	0.000000
330.005627	570.023780	35.149995	0.000001
370.009118	570.022145	35.199995	0.000000
129.994855	610.035095	35.199995	-0.000001
169.998337	610.028801	35.199995	0.000000
209.999816	610.027074	35.199995	0.000000
250.000295	610.026900	35.149996	0.000000
89.988217	650.039963	35.199997	-0.000000
169.996757	650.034293	35.199996	-0.000000
209.997474	650.031307	35.199996	-0.000001
289.997215	650.030320	35.199997	0.000000
49.988551	690.048573	35.299998	0.000000
169.996501	690.041449	35.249997	0.000000
209.996176	690.038066	35.199998	0.000000
330.000572	690.035264	35.199998	-0.000000
9.980101	730.059081	35.399995	-0.000000
169.998463	730.047485	35.299995	0.000000
209.997338	730.044464	35.249995	0.000000
370.001531	730.038617	35.299996	-0.000000
