12:47:00	Primary Pick Up lower after	1121.6070	222.2850	87.8640	0.0000
12:47:42	Secondray Pick Up-Lower after	871.5393	469.5861	59.6501	0.0009
12:48:31	Put Down All-Lower after	940.0653	759.7323	63.4304	-0.0021
15:14:31	Primary Pick Up lower after	1121.6070	222.2850	89.9904	0.0000
15:15:17	Put Down All-Lower after	940.1356	759.3281	65.5891	-0.0064
15:31:20	go to before	614.6526	466.3898	0.0022	-0.0003
15:31:29	go to after	740.0000	812.0000	61.0000	0.0000
15:32:28	Z go before	740.0000	812.0000	61.0000	-0.0000
15:32:30	Z go after	740.0000	812.0000	51.0000	0.0000
15:33:53	XYZ go befote	721.4465	809.9621	60.4902	0.0000
15:34:06	XYZ go after	940.6115	878.2669	60.4902	0.0000
16:50:31	Primary Pick Up lower after	1121.6070	222.2850	71.8714	0.0000
16:50:57	Secondray Pick Up-Lower after	871.3107	468.7710	43.6934	-0.0042
16:51:29	Put Down All-Lower after	940.2708	759.9348	47.2736	0.0045
