15:04:13	Primary Pick Up lower after	281.0370	28.7725	70.5516	0.0000
15:04:39	Secondray Pick Up-Lower after	562.6731	469.0922	42.1912	-0.0312
15:05:10	Put Down All-Lower after	382.3247	759.2876	45.9099	-0.0062
15:51:25	go to before	419.4163	522.0029	0.0022	-0.0003
15:51:34	go to after	115.0000	812.0000	61.0000	-0.0000
15:54:38	Z go before	161.6374	820.0824	61.0000	0.0000
15:54:40	Z go after	161.6374	820.0825	51.0000	0.0000
15:55:55	XYZ go befote	161.6374	820.0824	51.0000	0.0000
15:56:06	XYZ go after	381.3355	887.5003	51.0000	-0.0000
15:56:19	go to before	381.3355	887.5002	51.0000	0.0000
15:56:31	go to after	115.0000	812.0000	61.0000	0.0000
15:57:14	go to before	115.0684	811.9117	61.0001	-0.0002
15:57:26	go to after	115.0000	812.0002	61.0000	0.0000
15:59:34	Z go before	167.8669	812.0000	61.0000	0.0000
15:59:37	Z go after	167.8669	812.0001	51.0000	0.0000
16:00:42	XYZ go befote	163.6485	816.6912	59.1448	-0.0000
16:00:54	XYZ go after	383.3466	884.1089	59.1448	-0.0000
16:48:12	Primary Pick Up lower after	281.0370	28.7726	70.5540	0.0000
16:48:37	Secondray Pick Up-Lower after	563.5441	469.1212	42.2046	-0.0180
16:49:08	Put Down All-Lower after	383.0088	759.3663	45.9018	-0.0148
16:56:35	go to before	512.0934	517.7370	0.0022	-0.0003
16:56:45	go to after	115.0000	811.9998	61.0000	0.0000
16:58:43	go to before	169.3572	811.9285	61.0000	-0.0000
16:58:54	go to after	169.3570	812.0001	61.0000	0.0000
16:59:07	Z go before	169.3570	811.9999	61.0000	-0.0000
16:59:10	Z go after	169.3570	811.9998	51.0000	-0.0000
16:59:25	XYZ go befote	169.3570	811.9999	51.0000	-0.0000
16:59:37	XYZ go after	388.9805	879.6174	51.0000	0.0000
16:59:52	go to before	388.9235	879.3379	51.0001	-0.0002
17:00:04	go to after	169.3570	812.0000	61.0000	-0.0000
17:01:18	Z go before	169.3570	812.0000	61.0000	-0.0000
17:01:21	Z go after	169.3570	812.0001	51.0000	0.0000
17:02:39	XYZ go befote	165.9047	816.3707	56.0478	-0.0000
17:02:51	XYZ go after	385.5282	883.9881	56.0478	-0.0000
17:05:18	Z go before	386.0962	886.3454	61.1243	0.0000
17:05:21	Z go after	386.0962	886.3456	51.1243	-0.0000
17:05:32	XYZ go befote	386.0962	886.3455	51.1243	0.0000
17:05:43	XYZ go after	606.2877	956.3203	51.1243	0.0000
17:06:11	go to before	606.2877	956.3205	51.1243	-0.0000
17:06:24	go to after	169.3570	811.9999	61.0000	-0.0000
17:06:42	Z go before	169.3570	812.0000	61.0000	-0.0000
17:06:44	Z go after	169.3570	812.0000	51.0000	-0.0000
17:07:35	XYZ go befote	168.0607	817.0516	56.6704	0.0000
17:07:47	XYZ go after	388.2522	887.0264	56.6704	0.0000
17:14:56	go to before	387.6811	885.3061	60.5941	-0.0002
17:15:10	go to after	115.0000	812.0000	61.0000	0.0000
17:15:39	Z go before	115.0000	812.0001	61.0000	0.0000
17:15:42	Z go after	115.0000	812.0000	51.0000	0.0000
