10:38:52	go to before	-0.0000	0.0001	-0.0000	-0.0000
10:39:03	go to after	740.0000	812.0000	61.0000	0.0000
10:48:06	Z go before	740.0000	811.9999	61.0000	-0.0000
10:48:08	Z go after	740.0000	812.0001	51.0000	0.0000
10:50:05	XYZ go befote	723.9753	815.7015	43.0185	-0.0000
10:50:15	XYZ go after	942.8396	882.7067	43.0185	-0.0000
11:54:21	Primary Pick Up lower after	1121.6070	222.2850	72.1241	0.0000
11:54:47	Secondray Pick Up-Lower after	871.9549	469.3778	43.8113	0.0104
11:55:19	Put Down All-Lower after	940.2842	760.3987	47.6609	0.0114
13:30:04	go to before	586.1814	562.1833	0.0022	0.0013
13:30:13	go to after	740.0000	812.0001	61.0000	0.0000
13:31:01	Z go before	740.0000	812.0000	61.0000	0.0000
13:31:04	Z go after	740.0000	812.0000	51.0000	0.0000
13:31:58	XYZ go befote	726.0995	815.7249	54.4097	-0.0000
13:32:10	XYZ go after	945.3402	883.6197	54.4097	0.0000
14:37:19	Primary Pick Up lower after	1121.6070	222.2850	72.1218	0.0000
14:37:45	Secondray Pick Up-Lower after	872.1921	469.3690	43.8240	-0.0163
14:38:17	Put Down All-Lower after	940.0006	760.3610	47.6749	0.0014
15:04:31	go to before	547.8608	633.8209	0.0021	0.0007
15:04:39	go to after	740.0000	812.0001	61.0000	-0.0000
15:06:48	Z go before	740.0000	812.0001	61.0000	0.0000
15:06:51	Z go after	740.0000	812.0000	51.0000	-0.0000
15:07:44	XYZ go befote	728.9383	816.3298	54.9986	-0.0000
15:07:56	XYZ go after	948.4008	884.3814	54.9986	-0.0000
16:21:14	Primary Pick Up lower after	1121.6070	222.2849	72.1060	0.0000
16:21:41	Secondray Pick Up-Lower after	871.9968	469.2593	43.8169	0.0145
16:22:12	Put Down All-Lower after	940.3133	760.3395	47.6810	0.0008
