10:37:49	go to before	-0.0000	0.0000	0.0000	0.0000
10:38:00	go to after	740.0000	812.0001	61.0000	-0.0000
10:44:59	go to before	740.0000	812.0000	61.0000	0.0000
10:45:10	go to after	740.0000	812.0001	61.0000	-0.0000
10:45:13	Z go before	740.0000	812.0000	61.0000	-0.0000
10:45:15	Z go after	740.0000	812.0000	51.0000	0.0000
10:46:50	XYZ go befote	740.0000	812.0001	51.0000	0.0000
10:47:02	XYZ go after	959.3984	879.2327	51.0000	0.0000
10:47:12	go to before	959.3984	879.2326	51.0000	-0.0000
10:47:24	go to after	740.0000	812.0000	61.0000	0.0000
10:48:47	Z go before	740.0000	812.0001	61.0000	0.0000
10:48:50	Z go after	740.0000	811.9999	51.0000	0.0000
10:50:10	XYZ go befote	726.4053	812.9143	53.5747	0.0000
10:50:22	XYZ go after	945.8037	880.1468	53.5747	0.0000
12:08:30	Primary Pick Up lower after	1121.6070	222.2850	72.1380	0.0000
12:08:57	Secondray Pick Up-Lower after	871.3180	469.3754	43.8017	-0.0098
12:09:29	Put Down All-Lower after	938.9950	759.5647	47.6896	-0.0246
