09:21:27	go to before	-0.0000	-0.0001	0.0000	-0.0000
09:21:38	go to after	740.0000	812.0000	61.0000	0.0000
09:27:20	go to before	1014.6710	687.2763	54.3327	0.0000
09:27:32	go to after	740.0000	812.0001	61.0000	-0.0000
11:42:04	go to before	595.2538	514.5694	-0.0042	-0.0001
11:42:13	go to after	740.0000	812.0000	61.0000	0.0000
11:42:48	Z go before	740.0000	812.0000	61.0000	0.0000
11:42:50	Z go after	740.0000	811.9999	51.0000	0.0000
11:43:32	XYZ go befote	733.5575	810.2379	60.1378	-0.0000
11:43:45	XYZ go after	952.9179	877.1303	60.1378	0.0000
12:08:13	Primary Pick Up lower after	1121.6070	222.2851	88.8284	0.0000
12:08:57	Secondray Pick Up-Lower after	870.1823	469.4897	63.1425	-0.0153
12:09:46	Put Down All-Lower after	939.8489	759.9128	64.2585	0.0016
