15:10:50	Primary Pick Up lower after	192.2530	63.2304	75.1351	0.0000
15:16:01	Primary Pick Up lower after	192.2530	63.2304	88.5881	0.0000
15:16:47	Put Down All-Lower after	306.0511	823.8091	63.8910	0.0076
15:28:58	Primary Pick Up lower after	192.2530	63.2305	88.5853	0.0000
15:29:42	Secondray Pick Up-Lower after	497.5965	586.3989	58.6138	-0.0524
15:30:31	Put Down All-Lower after	305.4842	823.6117	62.9030	0.0001
15:51:32	go to before	112.6207	867.7149	13.8218	0.0003
15:51:41	go to after	115.0000	811.9999	61.0000	0.0000
15:52:37	go to before	115.0000	812.0000	61.0000	-0.0000
15:52:49	go to after	115.0000	850.0000	61.0000	0.0000
15:53:02	go to before	115.0000	850.0000	61.0000	0.0000
15:53:13	go to after	115.0000	855.0000	61.0000	0.0000
15:53:56	Z go before	115.0000	854.9999	61.0000	-0.0000
15:53:59	Z go after	115.0000	855.0000	51.0000	-0.0000
15:54:40	XYZ go befote	96.9526	879.2451	58.8970	0.0000
15:54:52	XYZ go after	316.0613	946.7306	58.8970	-0.0000
16:03:09	Primary Pick Up lower after	0.0000	0.0000	0.0000	0.0000
16:28:55	Primary Pick Up lower after	192.2530	63.2303	88.1760	0.0000
16:29:39	Secondray Pick Up-Lower after	499.5744	588.1696	61.6667	0.0073
16:30:28	Put Down All-Lower after	305.4892	823.6667	63.4648	0.0000
