10:18:03	go to before	0.0000	-0.0000	-0.0000	0.0000
10:18:14	go to after	740.0000	812.0000	61.0000	-0.0000
10:20:51	Z go before	740.0000	812.0000	61.0000	0.0000
10:20:54	Z go after	740.0000	811.9999	51.0000	0.0000
10:21:48	XYZ go befote	728.4370	813.5684	59.1952	-0.0000
10:22:01	XYZ go after	947.5007	881.3298	59.1952	0.0000
11:32:59	Primary Pick Up lower after	1121.6070	222.2851	72.0830	0.0000
11:33:26	Secondray Pick Up-Lower after	871.3105	469.3228	43.7726	-0.0111
11:33:58	Put Down All-Lower after	939.9241	760.4254	47.6676	0.0080
13:46:52	go to before	495.0615	669.2622	0.0020	0.0015
13:47:01	go to after	740.0000	812.0001	61.0000	0.0000
13:58:06	Z go before	740.0000	812.0000	61.0000	0.0000
13:58:08	Z go after	740.0000	812.0000	51.0000	-0.0000
13:59:43	XYZ go befote	731.1526	813.8399	59.1198	0.0000
13:59:56	XYZ go after	950.4806	881.5117	59.1198	0.0000
15:11:49	Primary Pick Up lower after	1121.6070	222.2850	72.0963	0.0000
15:12:15	Secondray Pick Up-Lower after	871.8955	469.3887	43.7718	0.0080
15:12:47	Put Down All-Lower after	940.2512	760.0161	47.6506	-0.0039
15:32:32	go to before	520.8923	345.1279	0.0020	-0.0000
15:32:41	go to after	740.0000	812.0000	61.0000	-0.0000
15:39:29	Z go before	740.0000	812.0000	61.0000	0.0000
15:39:31	Z go after	740.0000	812.0000	51.0000	0.0000
15:43:28	XYZ go befote	733.2947	814.5249	53.6543	0.0000
15:43:39	XYZ go after	952.4421	881.9192	53.6543	-0.0000
15:52:35	go to before	952.2490	881.4949	62.4288	0.0000
15:52:48	go to after	740.0000	812.0000	61.0000	0.0000
15:53:09	Z go before	740.0000	812.0000	61.0000	-0.0000
15:53:12	Z go after	740.0000	812.0000	51.0000	-0.0000
15:54:01	XYZ go befote	722.2497	815.9978	56.3612	-0.0000
15:54:13	XYZ go after	941.1790	882.9927	56.3612	-0.0000
17:24:00	Primary Pick Up lower after	1121.6070	222.2850	72.0887	0.0000
17:24:26	Secondray Pick Up-Lower after	872.8103	469.2417	43.7886	0.0385
17:24:58	Put Down All-Lower after	940.2575	760.6171	47.6517	0.0000
