0	0	0	0
160.0184	0.0032	0	0
200.0198	0.003	0	0
360.0223	0.0021	0	0
40.0031	40.0073	0	0
160.0137	40.007	0	0
200.0165	40.0079	0	0
320.0187	40.0064	0	0
80.0019	80.0109	0	0
160.0106	80.0117	0	0
200.0117	80.0107	0	0
280.0123	80.0096	0	0
120.0026	120.014	0	0
160.0052	120.0138	0	0
200.0061	120.0128	0	0
240.0095	120.0121	0	0
-0.0125	160.023	0	0
39.994	160.0218	0	0
79.9948	160.0201	0	0
119.9996	160.0188	0	0
160.0011	160.0174	0	0
200.0047	160.0181	0	0
240.0066	160.0159	0	0
280.0047	160.0155	0	0
320.0102	160.015	0	0
360.0132	160.0138	0	0
-0.0154	200.0279	0	0
39.9918	200.0269	0	0
79.9943	200.0254	0	0
119.9989	200.0233	0	0
160.0006	200.0212	0	0
200.0004	200.0192	0	0
240.0044	200.0186	0	0
280.0024	200.018	0	0
320.0079	200.0166	0	0
360.011	200.0156	0	0
119.9973	240.0275	0	0
159.9992	240.0252	0	0
200.0007	240.0228	0	0
240.0024	240.0208	0	0
79.9923	280.0343	0	0
159.999	280.0288	0	0
200.0002	280.026	0	0
280.0002	280.0234	0	0
39.991	320.0428	0	0
159.9988	320.0347	0	0
200.0001	320.0321	0	0
320.004	320.0265	0	0
-0.0145	360.053	0	0
160.0014	360.0411	0	0
200.0012	360.0377	0	0
360.0053	360.03	0	0
