0.0000	0.0000	0.0000	-0.0062	0.0004	0.0004	0.9938	1.0004	1.0004	0.9938	1.0004	1.0004	0.9877	1.0008	1.0008	1.9815	2.0012	2.0012	2.9753	3.0015	3.0015	3.9630	4.0023	4.0023	5.9445	6.0035	6.0035	-0.0556	0.0040	0.0040
-0.0140	0.0005	0.0005	-0.0265	-0.0004	-0.0004	0.9735	0.9996	0.9996	0.9735	0.9996	0.9996	0.9673	1.0000	1.0000	1.9611	2.0004	2.0004	2.9550	3.0008	3.0008	3.9426	4.0015	4.0015	-0.0639	0.0071	0.0071	-0.0691	0.0050	0.0050
-0.0280	0.0010	0.0010	-0.0401	0.0005	0.0005	-0.0516	0.0033	0.0033	-0.0516	0.0033	0.0033	-0.0578	0.0037	0.0037	0.9360	1.0041	1.0041	1.9299	2.0044	2.0044	-0.0790	0.0041	0.0041	-0.0772	0.0081	0.0081	-0.0827	0.0059	0.0059
-0.0420	0.0016	0.0016	-0.0537	0.0014	0.0014	-0.0654	0.0045	0.0045	-0.0786	0.0045	0.0045	-0.0848	0.0049	0.0049	0.9090	1.0053	1.0053	-0.0970	0.0055	0.0055	-0.0925	0.0055	0.0055	-0.0906	0.0092	0.0092	-0.0962	0.0069	0.0069
-0.0559	0.0021	0.0021	-0.0673	0.0023	0.0023	-0.0791	0.0057	0.0057	-0.0928	0.0049	0.0049	-0.1038	0.0065	0.0065	-0.1078	0.0029	0.0029	-0.1102	0.0077	0.0077	-0.1060	0.0069	0.0069	-0.1040	0.0103	0.0103	-0.1097	0.0079	0.0079
-0.0699	0.0027	0.0027	-0.0809	0.0032	0.0032	-0.0928	0.0069	0.0069	-0.1070	0.0054	0.0054	-0.1170	0.0068	0.0068	-0.1231	0.0089	0.0089	-0.1234	0.0099	0.0099	-0.1196	0.0082	0.0082	-0.1174	0.0113	0.0113	-0.1233	0.0089	0.0089
-0.0839	0.0032	0.0032	-0.0945	0.0041	0.0041	-0.1066	0.0081	0.0081	-0.1212	0.0059	0.0059	-0.1274	0.0063	0.0063	0.8664	1.0067	1.0067	-0.1367	0.0121	0.0121	-0.1331	0.0096	0.0096	-0.1307	0.0124	0.0124	-0.1368	0.0099	0.0099
-0.0979	0.0038	0.0038	-0.1082	0.0050	0.0050	-0.1203	0.0093	0.0093	-0.1203	0.0092	0.0092	-0.1265	0.0096	0.0096	0.8673	1.0100	1.0100	1.8612	2.0104	2.0104	-0.1466	0.0110	0.0110	-0.1441	0.0135	0.0135	-0.1504	0.0109	0.0109
-0.1119	0.0043	0.0043	-0.1218	0.0059	0.0059	0.8782	1.0059	1.0059	0.8782	1.0058	1.0058	0.8721	1.0062	1.0062	1.8659	2.0066	2.0066	2.8597	3.0070	3.0070	3.8474	4.0078	4.0078	-0.1575	0.0145	0.0145	-0.1639	0.0118	0.0118
-0.1259	0.0048	0.0048	-0.1321	0.0053	0.0053	0.8679	1.0053	1.0053	0.8679	1.0052	1.0052	0.8618	1.0057	1.0057	1.8556	2.0061	2.0061	2.8494	3.0064	3.0064	3.8371	4.0072	4.0072	5.8186	6.0084	6.0084	-0.1775	0.0128	0.0128
