0.0000	0.0000	0.0000	-0.0062	0.0004	0.0004	-0.0123	0.0009	0.0009	-0.0185	0.0013	0.0013	-0.0247	0.0017	0.0017	-0.0309	0.0022	0.0022	-0.0370	0.0026	0.0026	-0.0432	0.0031	0.0031	-0.0494	0.0035	0.0035	-0.0556	0.0040	0.0040
-0.0140	0.0005	0.0005	-0.0265	-0.0004	-0.0004	-0.0319	0.0007	0.0007	-0.0372	0.0018	0.0018	-0.0425	0.0028	0.0028	-0.0479	0.0039	0.0039	-0.0532	0.0049	0.0049	-0.0585	0.0060	0.0060	-0.0639	0.0071	0.0071	-0.0691	0.0050	0.0050
-0.0280	0.0010	0.0010	-0.0401	0.0005	0.0005	-0.0516	0.0033	0.0033	-0.0571	0.0035	0.0035	-0.0626	0.0036	0.0036	-0.0680	0.0038	0.0038	-0.0735	0.0039	0.0039	-0.0790	0.0041	0.0041	-0.0772	0.0081	0.0081	-0.0827	0.0059	0.0059
-0.0420	0.0016	0.0016	-0.0537	0.0014	0.0014	-0.0654	0.0045	0.0045	-0.0786	0.0045	0.0045	-0.0847	0.0048	0.0048	-0.0909	0.0052	0.0052	-0.0970	0.0055	0.0055	-0.0925	0.0055	0.0055	-0.0906	0.0092	0.0092	-0.0962	0.0069	0.0069
-0.0559	0.0021	0.0021	-0.0673	0.0023	0.0023	-0.0791	0.0057	0.0057	-0.0928	0.0049	0.0049	-0.1038	0.0065	0.0065	-0.1078	0.0029	0.0029	-0.1102	0.0077	0.0077	-0.1060	0.0069	0.0069	-0.1040	0.0103	0.0103	-0.1097	0.0079	0.0079
-0.0699	0.0027	0.0027	-0.0809	0.0032	0.0032	-0.0928	0.0069	0.0069	-0.1070	0.0054	0.0054	-0.1170	0.0068	0.0068	-0.1231	0.0089	0.0089	-0.1234	0.0099	0.0099	-0.1196	0.0082	0.0082	-0.1174	0.0113	0.0113	-0.1233	0.0089	0.0089
-0.0839	0.0032	0.0032	-0.0945	0.0041	0.0041	-0.1066	0.0081	0.0081	-0.1212	0.0059	0.0059	-0.1264	0.0080	0.0080	-0.1315	0.0101	0.0101	-0.1367	0.0121	0.0121	-0.1331	0.0096	0.0096	-0.1307	0.0124	0.0124	-0.1368	0.0099	0.0099
-0.0979	0.0038	0.0038	-0.1082	0.0050	0.0050	-0.1203	0.0093	0.0093	-0.1256	0.0096	0.0096	-0.1308	0.0100	0.0100	-0.1361	0.0103	0.0103	-0.1414	0.0106	0.0106	-0.1466	0.0110	0.0110	-0.1441	0.0135	0.0135	-0.1504	0.0109	0.0109
-0.1119	0.0043	0.0043	-0.1218	0.0059	0.0059	-0.1269	0.0071	0.0071	-0.1320	0.0083	0.0083	-0.1371	0.0096	0.0096	-0.1422	0.0108	0.0108	-0.1473	0.0120	0.0120	-0.1524	0.0133	0.0133	-0.1575	0.0145	0.0145	-0.1639	0.0118	0.0118
-0.1259	0.0048	0.0048	-0.1316	0.0057	0.0057	-0.1373	0.0066	0.0066	-0.1431	0.0075	0.0075	-0.1488	0.0084	0.0084	-0.1545	0.0093	0.0093	-0.1603	0.0102	0.0102	-0.1660	0.0111	0.0111	-0.1717	0.0119	0.0119	-0.1775	0.0128	0.0128
