0.000	99310.000
0.000	4774.000
0.000	2157.000
0.000	4826.000
0.000	360.000
1.000	2802.000
0.000	2099.000
0.000	5646.000
0.000	2085.000
1.000	2816.000
0.000	4943.000
0.000	2173.000
0.000	4827.000
0.000	661.000
0.000	4669.000
0.000	337.000
0.000	4637.000
0.000	647.000
1.000	3320.000
0.000	735.000
1.000	3310.000
0.000	735.000
1.000	3295.000
0.000	735.000
1.000	3325.000
0.000	734.000
1.000	3296.000
0.000	337.000
0.000	735.000
0.000	336.000
1.000	3316.000
0.000	736.000
1.000	3292.000
0.000	735.000
1.000	3328.000
0.000	734.000
1.000	3309.000
0.000	736.000
1.000	3293.000
0.000	435.000
0.000	736.000
0.000	434.000
1.000	3326.000
0.000	736.000
1.000	3295.000
0.000	735.000
1.000	3324.000
0.000	735.000
1.000	3295.000
0.000	734.000
1.000	3326.000
0.000	336.000
0.000	734.000
0.000	334.000
1.000	3290.000
0.000	763.000
1.000	3296.000
0.000	712.000
1.000	3282.000
0.000	735.000
1.000	3297.000
0.000	737.000
1.000	3322.000
0.000	435.000
0.000	736.000
0.000	435.000
1.000	3294.000
0.000	736.000
1.000	3323.000
0.000	736.000
1.000	3309.000
0.000	734.000
1.000	3310.000
0.000	736.000
1.000	3295.000
