0.000	13725.000
0.000	5168.000
0.000	2251.000
0.000	5170.000
0.000	361.000
1.000	3070.000
0.000	2151.000
0.000	5989.000
0.000	2151.000
1.000	3072.000
0.000	5274.000
0.000	2254.000
0.000	5170.000
0.000	661.000
0.000	4972.000
0.000	338.000
0.000	4934.000
0.000	646.000
1.000	3605.000
0.000	736.000
1.000	3614.000
0.000	737.000
1.000	3617.000
0.000	738.000
1.000	3613.000
0.000	733.000
1.000	3619.000
0.000	335.000
0.000	734.000
0.000	335.000
1.000	3613.000
0.000	734.000
1.000	3618.000
0.000	736.000
1.000	3618.000
0.000	736.000
1.000	3615.000
0.000	737.000
1.000	3616.000
0.000	436.000
0.000	736.000
0.000	436.000
1.000	3612.000
0.000	735.000
1.000	3617.000
0.000	737.000
1.000	3616.000
0.000	735.000
1.000	3616.000
0.000	738.000
1.000	3614.000
0.000	336.000
0.000	735.000
0.000	336.000
1.000	3612.000
0.000	761.000
1.000	3642.000
0.000	712.000
1.000	3638.000
0.000	736.000
1.000	3617.000
0.000	735.000
1.000	3617.000
0.000	435.000
0.000	735.000
0.000	435.000
1.000	3617.000
0.000	735.000
1.000	3618.000
0.000	734.000
1.000	3617.000
0.000	739.000
1.000	3613.000
0.000	735.000
1.000	3616.000
