0.000	19638.000
0.000	3248.000
0.000	340.000
0.000	3253.000
0.000	362.000
1.000	1161.000
0.000	240.000
0.000	4068.000
0.000	238.000
1.000	1158.000
0.000	3371.000
0.000	337.000
0.000	3253.000
0.000	660.000
0.000	3104.000
0.000	338.000
0.000	3061.000
0.000	644.000
1.000	1741.000
0.000	736.000
1.000	1741.000
0.000	738.000
1.000	1739.000
0.000	737.000
1.000	1740.000
0.000	739.000
1.000	1740.000
0.000	336.000
0.000	736.000
0.000	337.000
1.000	1741.000
0.000	738.000
1.000	1738.000
0.000	735.000
1.000	1743.000
0.000	738.000
1.000	1740.000
0.000	735.000
1.000	1740.000
0.000	434.000
0.000	734.000
0.000	436.000
1.000	1739.000
0.000	735.000
1.000	1740.000
0.000	735.000
1.000	1740.000
0.000	735.000
1.000	1741.000
0.000	737.000
1.000	1744.000
0.000	334.000
0.000	734.000
0.000	335.000
1.000	1738.000
0.000	765.000
1.000	1752.000
0.000	709.000
1.000	1739.000
0.000	735.000
1.000	1740.000
0.000	736.000
1.000	1743.000
0.000	440.000
0.000	735.000
0.000	434.000
1.000	1739.000
0.000	737.000
1.000	1744.000
0.000	737.000
1.000	1740.000
0.000	736.000
1.000	1742.000
0.000	736.000
1.000	1741.000
