0.000	45186.000
0.000	5148.000
0.000	2254.000
0.000	5170.000
0.000	362.000
1.000	3069.000
0.000	2150.000
0.000	5992.000
0.000	2148.000
1.000	3073.000
0.000	5273.000
0.000	2264.000
0.000	5160.000
0.000	657.000
0.000	4976.000
0.000	337.000
0.000	4936.000
0.000	644.000
1.000	3606.000
0.000	742.000
1.000	3619.000
0.000	734.000
1.000	3608.000
0.000	735.000
1.000	3617.000
0.000	738.000
1.000	3613.000
0.000	338.000
0.000	736.000
0.000	333.000
1.000	3611.000
0.000	736.000
1.000	3616.000
0.000	734.000
1.000	3619.000
0.000	738.000
1.000	3613.000
0.000	735.000
1.000	3617.000
0.000	436.000
0.000	736.000
0.000	435.000
1.000	3616.000
0.000	734.000
1.000	3617.000
0.000	736.000
1.000	3616.000
0.000	738.000
1.000	3614.000
0.000	738.000
1.000	3614.000
0.000	335.000
0.000	735.000
0.000	338.000
1.000	3609.000
0.000	764.000
1.000	3640.000
0.000	710.000
1.000	3591.000
0.000	737.000
1.000	3616.000
0.000	736.000
1.000	3614.000
0.000	438.000
0.000	735.000
0.000	437.000
1.000	3613.000
0.000	735.000
1.000	3616.000
0.000	735.000
1.000	3618.000
0.000	736.000
1.000	3616.000
0.000	738.000
1.000	3615.000
