U1	25.43	10.2
U2	25.43	30.2
U3	25.43	50.2
U4	25.43	70.2
U5	25.43	90.2
U6	25.43	110.4
U7	25.43	126.4
U8	25.43	142.4
U9	25.43	158.4
U10	25.43	174.4
U11	25.43	190.4
U12	25.43	206.4
U13	25.43	222.4
U14	-1.925	10.2
U15	-1.925	30.2
U16	-1.925	50.2
U17	-1.925	70.2
U18	-1.925	90.2
U19	-1.925	110.4
U20	-1.925	126.4
U21	-1.925	142.4
U22	-1.925	158.4
U23	-1.925	174.4
U24	-1.925	190.4
U25	-1.925	206.4
U26	-1.925	222.4
SensorA	11.75	166.4
SensorB	11.75	50.2
