U1	25.42	10.2
U2	25.42	30.2
U3	25.42	50.2
U4	25.42	70.2
U5	25.42	90.2
U6	25.42	110.4
U7	25.42	126.4
U8	25.42	142.4
U9	25.42	158.4
U10	25.42	174.4
U11	25.42	190.4
U12	25.42	206.4
U13	25.42	222.4
U14	-1.925	10.2
U15	-1.925	30.2
U16	-1.925	50.2
U17	-1.925	70.2
U18	-1.925	90.2
U19	-1.925	110.4
U20	-1.925	126.4
U21	-1.925	142.4
U22	-1.925	158.4
U23	-1.925	174.4
U24	-1.925	190.4
U25	-1.925	206.4
U26	-1.925	222.4
SensorA	11.747	166.316
SensorB	11.745	50.155
