0	0	3665
1	0	3713
2	0	285
3	0	3726
4	0	305
5	1	2169
6	0	213
7	0	4323
8	0	211
9	1	2164
10	0	2561
11	0	286
12	0	3742
13	0	528
14	0	3609
15	0	288
16	0	3570
17	0	520
18	1	2585
19	0	587
20	1	2586
21	0	587
22	1	2587
23	0	588
24	1	2589
25	0	587
26	1	2587
27	0	291
28	0	584
29	0	286
30	1	2576
31	0	587
32	1	2587
33	0	587
34	1	2587
35	0	587
36	1	2589
37	0	586
38	1	2588
39	0	362
40	0	584
41	0	363
42	1	2583
43	0	586
44	1	2587
45	0	587
46	1	2588
47	0	584
48	1	2588
49	0	587
50	1	2589
51	0	290
52	0	584
53	0	287
54	1	2578
55	0	607
56	1	2574
57	0	566
58	1	2601
59	0	588
60	1	2588
61	0	586
62	1	2588
63	0	363
64	0	588
65	0	359
66	1	2580
67	0	585
68	1	2590
69	0	587
70	1	2587
71	0	589
72	1	2584
73	0	589
74	1	2588
