0	0	3666
1	0	3752
2	0	286
3	0	3776
4	0	307
5	1	2220
6	0	214
7	0	4373
8	0	214
9	1	2209
10	0	2561
11	0	286
12	0	3795
13	0	531
14	0	3657
15	0	289
16	0	3621
17	0	517
18	1	2639
19	0	586
20	1	2641
21	0	589
22	1	2636
23	0	585
24	1	2640
25	0	588
26	1	2639
27	0	288
28	0	586
29	0	286
30	1	2628
31	0	586
32	1	2638
33	0	587
34	1	2639
35	0	585
36	1	2642
37	0	586
38	1	2637
39	0	363
40	0	585
41	0	364
42	1	2634
43	0	587
44	1	2638
45	0	587
46	1	2637
47	0	587
48	1	2638
49	0	586
50	1	2641
51	0	289
52	0	588
53	0	287
54	1	2625
55	0	609
56	1	2672
57	0	565
58	1	2657
59	0	587
60	1	2637
61	0	587
62	1	2638
63	0	362
64	0	588
65	0	360
66	1	2635
67	0	588
68	1	2635
69	0	589
70	1	2638
71	0	587
72	1	2638
73	0	588
74	1	2638
