0	0	2704
1	0	2459
2	0	286
3	0	2474
4	0	306
5	1	903
6	0	210
7	0	3083
8	0	215
9	1	903
10	0	2561
11	0	286
12	0	2474
13	0	528
14	0	2364
15	0	286
16	0	2329
17	0	515
18	1	1338
19	0	586
20	1	1337
21	0	586
22	1	1337
23	0	585
24	1	1336
25	0	588
26	1	1339
27	0	287
28	0	585
29	0	284
30	1	1338
31	0	584
32	1	1338
33	0	586
34	1	1340
35	0	584
36	1	1341
37	0	587
38	1	1339
39	0	361
40	0	586
41	0	360
42	1	1336
43	0	586
44	1	1338
45	0	586
46	1	1338
47	0	585
48	1	1338
49	0	585
50	1	1341
51	0	285
52	0	585
53	0	284
54	1	1337
55	0	605
56	1	1343
57	0	567
58	1	1338
59	0	585
60	1	1338
61	0	585
62	1	1340
63	0	361
64	0	586
65	0	359
66	1	1337
67	0	584
68	1	1338
69	0	585
70	1	1339
71	0	585
72	1	1337
73	0	587
74	1	1338
