0	0	3691
1	0	3707
2	0	286
3	0	3726
4	0	308
5	1	2163
6	0	212
7	0	4326
8	0	213
9	1	2165
10	0	2561
11	0	287
12	0	3738
13	0	530
14	0	3609
15	0	287
16	0	3567
17	0	521
18	1	2585
19	0	589
20	1	2589
21	0	587
22	1	2586
23	0	585
24	1	2588
25	0	589
26	1	2591
27	0	287
28	0	587
29	0	285
30	1	2574
31	0	588
32	1	2586
33	0	586
34	1	2588
35	0	587
36	1	2586
37	0	586
38	1	2590
39	0	365
40	0	586
41	0	362
42	1	2576
43	0	588
44	1	2587
45	0	585
46	1	2591
47	0	586
48	1	2590
49	0	587
50	1	2583
51	0	287
52	0	586
53	0	287
54	1	2580
55	0	607
56	1	2571
57	0	568
58	1	2602
59	0	587
60	1	2589
61	0	591
62	1	2582
63	0	362
64	0	586
65	0	362
66	1	2581
67	0	588
68	1	2586
69	0	587
70	1	2589
71	0	586
72	1	2588
73	0	589
74	1	2584
