0	0	2726
1	0	2461
2	0	288
3	0	2474
4	0	305
5	1	902
6	0	212
7	0	3087
8	0	210
9	1	903
10	0	2561
11	0	286
12	0	2476
13	0	529
14	0	2360
15	0	286
16	0	2329
17	0	517
18	1	1338
19	0	584
20	1	1341
21	0	584
22	1	1338
23	0	586
24	1	1339
25	0	585
26	1	1338
27	0	285
28	0	585
29	0	284
30	1	1341
31	0	586
32	1	1338
33	0	585
34	1	1337
35	0	586
36	1	1339
37	0	585
38	1	1336
39	0	362
40	0	586
41	0	360
42	1	1337
43	0	585
44	1	1340
45	0	584
46	1	1338
47	0	586
48	1	1340
49	0	584
50	1	1339
51	0	284
52	0	588
53	0	286
54	1	1339
55	0	610
56	1	1345
57	0	564
58	1	1337
59	0	586
60	1	1337
61	0	585
62	1	1337
63	0	364
64	0	584
65	0	361
66	1	1338
67	0	586
68	1	1337
69	0	584
70	1	1339
71	0	588
72	1	1337
73	0	587
74	1	1337
