0	0	3686
1	0	3725
2	0	289
3	0	3721
4	0	307
5	1	2169
6	0	213
7	0	4324
8	0	211
9	1	2159
10	0	2561
11	0	288
12	0	3743
13	0	531
14	0	3605
15	0	287
16	0	3574
17	0	520
18	1	2585
19	0	587
20	1	2583
21	0	585
22	1	2591
23	0	588
24	1	2586
25	0	587
26	1	2588
27	0	289
28	0	585
29	0	289
30	1	2574
31	0	586
32	1	2587
33	0	587
34	1	2591
35	0	587
36	1	2584
37	0	586
38	1	2592
39	0	364
40	0	586
41	0	363
42	1	2575
43	0	586
44	1	2591
45	0	586
46	1	2588
47	0	584
48	1	2589
49	0	586
50	1	2587
51	0	292
52	0	588
53	0	286
54	1	2574
55	0	605
56	1	2573
57	0	567
58	1	2603
59	0	587
60	1	2588
61	0	588
62	1	2585
63	0	363
64	0	586
65	0	361
66	1	2580
67	0	586
68	1	2590
69	0	587
70	1	2586
71	0	587
72	1	2589
73	0	588
74	1	2586
