0	0	3692
1	0	3692
2	0	286
3	0	3722
4	0	305
5	1	2168
6	0	213
7	0	4325
8	0	211
9	1	2161
10	0	2566
11	0	286
12	0	3739
13	0	528
14	0	3610
15	0	292
16	0	3566
17	0	521
18	1	2582
19	0	585
20	1	2588
21	0	589
22	1	2586
23	0	586
24	1	2592
25	0	585
26	1	2586
27	0	285
28	0	586
29	0	286
30	1	2581
31	0	589
32	1	2589
33	0	585
34	1	2586
35	0	589
36	1	2584
37	0	587
38	1	2590
39	0	360
40	0	589
41	0	362
42	1	2578
43	0	587
44	1	2586
45	0	585
46	1	2592
47	0	586
48	1	2588
49	0	587
50	1	2587
51	0	286
52	0	588
53	0	287
54	1	2577
55	0	606
56	1	2574
57	0	569
58	1	2600
59	0	587
60	1	2589
61	0	585
62	1	2588
63	0	361
64	0	586
65	0	360
66	1	2585
67	0	588
68	1	2585
69	0	586
70	1	2587
71	0	587
72	1	2589
73	0	587
74	1	2586
