0	0	2702
1	0	3720
2	0	285
3	0	3725
4	0	306
5	1	2170
6	0	211
7	0	4323
8	0	212
9	1	2165
10	0	3809
11	0	284
12	0	3724
13	0	525
14	0	3613
15	0	287
16	0	3570
17	0	521
18	1	2584
19	0	587
20	1	2588
21	0	585
22	1	2590
23	0	584
24	1	2590
25	0	587
26	1	2586
27	0	286
28	0	586
29	0	284
30	1	2583
31	0	586
32	1	2588
33	0	587
34	1	2587
35	0	586
36	1	2589
37	0	588
38	1	2587
39	0	358
40	0	586
41	0	360
42	1	2585
43	0	586
44	1	2590
45	0	583
46	1	2591
47	0	586
48	1	2591
49	0	587
50	1	2584
51	0	287
52	0	587
53	0	283
54	1	2580
55	0	608
56	1	2576
57	0	565
58	1	2599
59	0	584
60	1	2593
61	0	585
62	1	2590
63	0	363
64	0	586
65	0	361
66	1	2577
67	0	588
68	1	2593
69	0	587
70	1	2582
71	0	589
72	1	2590
73	0	585
74	1	2585
