0	0	3680
1	0	3725
2	0	286
3	0	3722
4	0	307
5	1	2169
6	0	214
7	0	4320
8	0	211
9	1	2166
10	0	2562
11	0	285
12	0	3740
13	0	530
14	0	3607
15	0	287
16	0	3569
17	0	522
18	1	2586
19	0	585
20	1	2588
21	0	586
22	1	2591
23	0	587
24	1	2586
25	0	586
26	1	2588
27	0	287
28	0	587
29	0	288
30	1	2576
31	0	586
32	1	2586
33	0	588
34	1	2588
35	0	586
36	1	2591
37	0	588
38	1	2583
39	0	362
40	0	586
41	0	365
42	1	2582
43	0	589
44	1	2585
45	0	589
46	1	2584
47	0	588
48	1	2587
49	0	587
50	1	2585
51	0	285
52	0	585
53	0	288
54	1	2581
55	0	608
56	1	2574
57	0	565
58	1	2600
59	0	587
60	1	2589
61	0	589
62	1	2583
63	0	363
64	0	585
65	0	364
66	1	2581
67	0	591
68	1	2584
69	0	589
70	1	2583
71	0	588
72	1	2588
73	0	584
74	1	2590
