0	0	2731
1	0	3573
2	0	284
3	0	3623
4	0	304
5	1	2014
6	0	211
7	0	4227
8	0	215
9	1	2054
10	0	3709
11	0	285
12	0	3621
13	0	530
14	0	3503
15	0	287
16	0	3469
17	0	517
18	1	2486
19	0	587
20	1	2489
21	0	585
22	1	2483
23	0	585
24	1	2491
25	0	587
26	1	2481
27	0	284
28	0	583
29	0	286
30	1	2483
31	0	584
32	1	2487
33	0	586
34	1	2485
35	0	586
36	1	2488
37	0	584
38	1	2487
39	0	361
40	0	586
41	0	359
42	1	2487
43	0	585
44	1	2483
45	0	586
46	1	2485
47	0	585
48	1	2488
49	0	586
50	1	2485
51	0	287
52	0	584
53	0	284
54	1	2483
55	0	605
56	1	2472
57	0	567
58	1	2451
59	0	585
60	1	2483
61	0	588
62	1	2483
63	0	361
64	0	586
65	0	359
66	1	2482
67	0	585
68	1	2491
69	0	586
70	1	2486
71	0	587
72	1	2483
73	0	586
74	1	2485
