0	0	3692
1	0	3706
2	0	286
3	0	3724
4	0	307
5	1	2165
6	0	211
7	0	4327
8	0	215
9	1	2160
10	0	2564
11	0	287
12	0	3738
13	0	528
14	0	3612
15	0	287
16	0	3569
17	0	518
18	1	2586
19	0	589
20	1	2587
21	0	588
22	1	2587
23	0	586
24	1	2587
25	0	587
26	1	2586
27	0	287
28	0	586
29	0	290
30	1	2577
31	0	587
32	1	2586
33	0	588
34	1	2588
35	0	585
36	1	2589
37	0	590
38	1	2582
39	0	363
40	0	587
41	0	362
42	1	2584
43	0	587
44	1	2587
45	0	585
46	1	2585
47	0	590
48	1	2584
49	0	587
50	1	2589
51	0	288
52	0	589
53	0	285
54	1	2576
55	0	605
56	1	2572
57	0	566
58	1	2605
59	0	587
60	1	2586
61	0	589
62	1	2586
63	0	364
64	0	585
65	0	361
66	1	2582
67	0	588
68	1	2587
69	0	587
70	1	2587
71	0	587
72	1	2588
73	0	585
74	1	2589
