0	0	3689
1	0	3687
2	0	288
3	0	3725
4	0	306
5	1	2166
6	0	210
7	0	4329
8	0	213
9	1	2158
10	0	2564
11	0	285
12	0	3743
13	0	527
14	0	3608
15	0	290
16	0	3568
17	0	518
18	1	2589
19	0	586
20	1	2589
21	0	585
22	1	2588
23	0	588
24	1	2585
25	0	587
26	1	2592
27	0	288
28	0	585
29	0	287
30	1	2576
31	0	590
32	1	2585
33	0	587
34	1	2585
35	0	586
36	1	2588
37	0	586
38	1	2588
39	0	362
40	0	588
41	0	361
42	1	2581
43	0	589
44	1	2587
45	0	586
46	1	2590
47	0	587
48	1	2584
49	0	587
50	1	2588
51	0	288
52	0	585
53	0	286
54	1	2578
55	0	606
56	1	2574
57	0	566
58	1	2604
59	0	586
60	1	2587
61	0	585
62	1	2589
63	0	360
64	0	587
65	0	362
66	1	2584
67	0	588
68	1	2587
69	0	586
70	1	2587
71	0	585
72	1	2590
73	0	585
74	1	2586
